student_id,age,gender,department,semester,income_bracket,internet_access,part_time_job,first_gen_student,prev_cgpa,attendance_pct,study_hours_per_week,assignment_completion_pct,midterm_score,num_backlogs,participation_score,library_hours_per_week,extracurricular_activities,sleep_hours_per_night,stress_level,teacher_interaction,final_cgpa,final_grade,performance
STU01171,23,Female,Business,8,Low,1,1,0,7.23,71.8,12.1,53.2,59.1,0,10.0,6.3,4,6.4,5.6,1,6.89,C,Pass
STU01172,19,Male,Computer Science,4,Middle,0,0,0,9.4,90.7,14.4,69.5,93.6,2,7.5,6.1,2,6.9,2.6,2,8.75,A,Pass
STU01173,23,Male,Business,4,Middle,1,1,1,7.4,77.6,9.3,61.3,93.0,2,8.3,4.9,3,6.6,3.3,1,7.07,B,Pass
STU01174,23,Male,Mechanical,4,Upper-Middle,1,0,1,6.82,71.8,7.4,89.4,82.3,1,7.7,4.1,0,6.8,4.0,0,6.98,C,Pass
STU01175,18,Female,Computer Science,8,Upper-Middle,1,0,1,6.4,73.4,18.1,59.8,86.1,3,5.6,8.3,2,6.0,3.1,1,7.12,B,Pass
STU01176,19,Male,Business,6,Low,0,0,0,8.37,73.9,13.0,81.1,86.0,0,6.0,6.2,5,7.2,5.9,0,8.49,A,Pass
STU01177,19,Female,Electronics,7,Middle,1,0,1,6.13,71.5,3.5,50.2,52.4,3,6.7,1.2,2,7.6,3.4,1,4.85,F,Fail
STU01178,20,Male,Mechanical,7,Lower-Middle,1,1,0,9.6,89.2,20.7,63.6,100.0,1,4.7,6.3,4,6.2,4.6,2,8.44,A,Pass
STU01179,23,Female,Electronics,2,Lower-Middle,1,0,1,9.71,76.5,18.3,59.1,100.0,0,8.1,7.0,5,8.1,4.3,1,9.54,A+,Pass
STU01180,19,Male,Mechanical,4,Upper-Middle,0,0,0,7.53,85.6,9.8,62.9,73.7,2,4.4,7.4,1,6.8,6.0,1,6.42,C,Pass
STU01181,20,Male,Computer Science,6,Low,1,0,0,7.19,68.9,8.6,58.6,76.8,3,6.5,3.3,1,7.5,6.5,1,5.96,D,Pass
STU01182,21,Male,Electronics,3,Middle,1,0,0,8.54,83.4,16.1,63.0,88.1,1,6.2,6.4,0,5.4,4.2,2,8.64,A,Pass
STU01183,20,Female,Business,1,Lower-Middle,1,0,1,8.62,92.4,13.5,67.3,100.0,0,8.5,6.4,2,9.2,5.2,1,8.74,A,Pass
STU01184,22,Female,Electronics,6,High,1,0,0,6.15,78.2,3.5,78.5,56.1,1,3.6,1.4,3,6.8,5.8,1,5.04,D,Pass
STU01185,24,Male,Civil,8,Middle,1,1,1,6.52,72.9,15.4,75.9,77.6,4,4.1,6.8,0,5.7,7.9,1,5.7,D,Pass
STU01186,18,Female,Electronics,7,Lower-Middle,1,0,0,5.48,64.5,6.7,68.2,43.0,2,5.3,3.0,5,6.7,5.8,2,4.65,F,Fail
STU01187,21,Female,Civil,7,Middle,0,1,0,7.73,86.2,17.0,77.0,74.1,4,8.1,8.0,0,5.3,3.5,2,6.74,C,Pass
STU01188,24,Female,Computer Science,3,Upper-Middle,0,0,0,8.07,85.7,17.0,72.4,93.0,3,7.6,4.7,4,5.8,3.0,1,7.49,B,Pass
STU01189,24,Female,Business,3,High,1,1,0,5.45,62.3,4.9,52.4,44.2,1,7.7,5.9,5,6.2,1.2,1,5.05,D,Pass
STU01190,21,Male,Mechanical,8,Lower-Middle,1,1,0,6.61,66.7,13.3,50.5,97.9,2,6.5,4.5,3,6.3,1.2,1,7.23,B,Pass
STU01191,22,Male,Computer Science,1,High,1,0,0,5.45,50.7,5.9,54.0,38.1,3,5.5,3.6,2,7.2,3.1,1,3.91,F,Fail
STU01192,20,Female,Computer Science,3,High,1,0,1,6.03,71.4,3.5,51.1,52.4,3,5.0,2.0,5,7.0,6.2,1,4.62,F,Fail
STU01193,18,Female,Computer Science,2,High,1,1,0,7.92,78.9,11.6,57.4,85.4,2,6.6,2.8,2,6.1,3.6,1,7.16,B,Pass
STU01194,20,Female,Mechanical,1,Middle,0,0,1,6.25,80.3,10.7,79.7,67.1,0,7.0,5.5,2,5.8,3.4,0,7.15,B,Pass
STU01195,19,Male,Electronics,3,Middle,1,1,0,6.81,76.9,9.2,85.2,62.5,1,3.8,3.4,0,5.7,6.5,2,5.88,D,Pass
STU01196,20,Male,Business,5,Middle,0,0,1,5.08,76.1,6.2,69.6,46.6,1,5.5,3.7,4,7.2,2.8,0,5.86,D,Pass
STU01197,21,Female,Electronics,6,Upper-Middle,0,0,0,7.44,71.6,15.3,74.0,76.0,3,7.3,4.4,0,6.5,6.7,0,6.5,C,Pass
STU01198,18,Female,Computer Science,3,Middle,0,0,0,7.14,84.8,11.6,68.4,76.2,0,7.5,4.1,1,7.3,3.0,1,7.39,B,Pass
STU01199,20,Female,Mechanical,2,Upper-Middle,1,1,0,6.25,67.0,7.0,46.8,85.9,1,6.0,2.7,1,6.1,6.0,0,6.22,C,Pass
STU01200,18,Female,Civil,4,Middle,0,0,0,6.95,81.0,13.0,74.7,80.0,3,6.1,5.7,2,6.9,3.7,1,6.95,C,Pass
STU01201,18,Female,Computer Science,3,Upper-Middle,0,1,1,7.43,65.5,12.5,65.0,94.3,2,3.7,5.2,4,6.4,5.1,1,7.15,B,Pass
STU01202,19,Male,Computer Science,7,Upper-Middle,1,1,0,6.14,72.6,1.7,64.3,64.3,3,3.4,1.3,5,6.7,6.7,2,4.47,F,Fail
STU01203,19,Male,Computer Science,7,Low,1,0,0,5.28,50.5,8.8,47.9,72.0,2,5.1,3.1,2,7.7,4.2,2,4.95,F,Fail
STU01204,21,Female,Civil,7,Upper-Middle,1,0,1,9.55,85.6,17.3,81.0,77.1,0,9.5,6.7,5,9.0,4.0,2,8.86,A,Pass
STU01205,22,Female,Civil,4,Middle,1,1,0,6.38,75.4,9.8,55.4,67.7,0,6.8,4.2,2,7.1,2.5,0,7.23,B,Pass
STU01206,24,Male,Mechanical,7,Upper-Middle,0,0,1,7.07,71.2,13.8,55.0,94.3,2,8.1,5.3,0,5.5,2.3,2,7.31,B,Pass
STU01207,18,Male,Business,5,Middle,1,1,0,8.51,74.2,12.0,54.4,84.8,0,4.9,7.6,2,5.1,2.8,1,7.78,B,Pass
STU01208,22,Female,Business,3,Middle,1,0,1,10.0,96.8,18.0,78.9,100.0,0,8.3,7.2,2,6.7,5.4,1,10.0,A+,Pass
STU01209,24,Male,Mechanical,8,High,1,0,0,5.58,67.1,3.5,49.4,71.7,5,5.3,4.9,4,6.2,6.0,1,4.27,F,Fail
STU01210,24,Male,Business,7,Lower-Middle,1,1,0,7.78,75.0,13.8,58.2,82.1,2,5.6,5.0,4,6.6,4.0,1,7.18,B,Pass
STU01211,21,Female,Computer Science,1,Upper-Middle,1,0,0,6.28,71.7,15.4,56.0,71.7,1,7.7,5.6,5,7.5,3.6,2,6.8,C,Pass
STU01212,24,Female,Computer Science,8,Middle,0,0,1,6.5,93.6,7.0,73.5,58.3,0,7.5,2.3,4,6.5,5.4,1,6.11,C,Pass
STU01213,24,Female,Electronics,4,Middle,1,0,0,6.26,80.5,7.2,53.5,60.5,2,4.9,3.6,2,8.2,3.3,1,6.35,C,Pass
STU01214,18,Male,Computer Science,5,Lower-Middle,0,0,0,5.74,78.0,6.3,67.7,49.2,3,7.0,2.4,4,8.5,1.0,1,5.81,D,Pass
STU01215,18,Female,Mechanical,1,Middle,1,0,1,7.15,79.2,11.7,80.0,83.5,2,5.9,3.8,4,5.2,2.5,2,7.5,B,Pass
STU01216,23,Male,Business,1,Lower-Middle,1,1,1,5.28,67.7,4.4,62.0,41.0,2,4.2,0.0,3,4.8,4.2,2,4.41,F,Fail
STU01217,22,Male,Computer Science,1,Low,1,0,1,8.43,63.0,15.1,73.2,99.6,3,4.7,7.7,3,8.1,3.9,1,8.11,A,Pass
STU01218,20,Female,Computer Science,1,Lower-Middle,1,0,1,7.27,70.9,14.1,75.9,89.4,0,9.6,4.7,1,7.9,1.0,1,8.19,A,Pass
STU01219,19,Female,Mechanical,8,Low,1,0,0,7.75,74.9,14.1,72.7,70.3,1,8.6,7.4,0,7.5,4.5,2,7.82,B,Pass
STU01220,20,Female,Business,8,High,1,0,0,6.59,58.0,4.9,55.5,82.1,0,2.9,2.3,0,7.0,3.0,1,6.01,C,Pass
STU01221,22,Female,Electronics,3,High,1,0,1,6.72,64.4,13.4,58.8,83.0,4,5.9,6.0,4,6.9,3.0,1,5.65,D,Pass
STU01222,19,Female,Mechanical,7,Middle,1,1,1,7.57,62.0,15.0,64.9,94.0,0,5.9,5.6,1,6.7,1.4,1,8.39,A,Pass
STU01223,20,Male,Computer Science,6,Upper-Middle,1,1,0,5.69,68.1,10.9,57.0,58.9,1,6.0,4.9,1,6.4,3.7,0,6.05,C,Pass
STU01224,23,Male,Computer Science,3,Lower-Middle,1,0,0,6.73,80.2,11.6,49.3,82.0,1,6.0,3.0,5,8.3,3.2,1,6.67,C,Pass
STU01225,19,Male,Business,3,Upper-Middle,1,0,1,6.08,79.3,9.8,72.5,79.7,2,8.1,5.7,3,6.3,5.4,1,6.61,C,Pass
STU01226,18,Male,Business,5,Upper-Middle,1,0,0,6.04,73.5,12.2,52.8,70.0,0,8.1,4.1,1,7.0,3.5,1,7.23,B,Pass
STU01227,20,Female,Computer Science,5,High,1,0,0,4.46,54.6,11.7,43.1,77.7,3,7.3,5.9,2,7.9,4.2,2,5.55,D,Pass
STU01228,19,Male,Business,7,Middle,1,0,0,8.94,69.2,12.0,61.6,94.4,1,7.0,2.4,5,7.2,5.1,0,7.41,B,Pass
STU01229,23,Female,Mechanical,6,Upper-Middle,0,0,0,6.31,57.5,12.8,53.5,85.3,4,6.8,3.7,4,7.7,3.9,1,5.63,D,Pass
STU01230,24,Female,Business,5,Lower-Middle,1,0,1,8.71,73.4,14.2,49.9,97.6,0,6.2,5.8,2,7.7,2.2,0,9.14,A+,Pass
STU01231,19,Female,Mechanical,7,High,1,0,0,8.59,75.8,13.8,67.2,99.1,0,4.4,4.9,0,6.6,5.3,0,8.4,A,Pass
STU01232,19,Male,Mechanical,7,Low,1,0,1,5.53,66.4,3.4,69.5,39.6,3,3.9,2.7,3,6.0,7.5,1,4.32,F,Fail
STU01233,23,Female,Mechanical,8,Middle,1,1,0,5.79,60.8,7.7,45.2,67.2,2,4.8,3.6,2,5.5,4.8,2,5.7,D,Pass
STU01234,24,Male,Civil,2,Upper-Middle,1,0,0,10.0,92.7,14.0,88.4,97.5,0,7.3,7.9,4,5.9,5.1,1,9.45,A+,Pass
STU01235,20,Male,Computer Science,8,Upper-Middle,1,0,1,9.48,85.5,14.6,55.7,92.8,1,5.4,6.2,2,5.1,6.1,1,8.46,A,Pass
STU01236,21,Female,Computer Science,6,Low,1,0,0,7.16,75.9,8.0,86.7,92.3,2,5.1,2.8,2,8.1,3.1,0,6.56,C,Pass
STU01237,20,Male,Electronics,5,High,1,0,0,7.53,86.8,10.7,68.0,79.0,1,6.8,3.6,1,5.1,6.3,1,7.04,B,Pass
STU01238,24,Male,Civil,6,Lower-Middle,1,1,0,6.38,62.5,8.5,58.9,59.3,4,7.4,5.4,3,8.1,2.4,2,5.55,D,Pass
STU01239,22,Female,Computer Science,3,Middle,0,0,0,7.76,82.2,12.8,50.4,81.9,0,7.6,2.6,0,6.5,4.5,1,7.54,B,Pass
STU01240,23,Male,Civil,3,Lower-Middle,0,0,0,6.27,71.2,4.7,62.1,50.8,1,5.3,3.2,4,6.7,4.0,2,5.47,D,Pass
STU01241,20,Female,Business,6,Lower-Middle,1,0,1,4.56,60.1,1.8,58.4,60.9,0,6.1,0.0,5,5.5,5.0,2,5.05,D,Pass
STU01242,19,Female,Computer Science,2,Middle,1,1,1,5.48,74.5,9.0,63.8,55.8,2,4.7,5.4,5,6.6,6.0,1,5.51,D,Pass
STU01243,23,Female,Civil,2,Middle,1,0,1,7.23,83.2,9.1,64.3,82.0,4,5.9,3.1,4,6.7,1.3,1,6.57,C,Pass
STU01244,18,Male,Electronics,8,Lower-Middle,0,0,0,5.73,61.1,11.7,47.2,81.4,1,3.6,5.3,0,7.1,5.6,1,6.17,C,Pass
STU01245,24,Male,Business,6,Lower-Middle,1,0,0,7.11,74.1,11.9,75.8,74.2,4,7.3,4.6,4,6.2,5.1,2,6.24,C,Pass
STU01246,20,Female,Computer Science,5,Middle,1,0,0,5.8,71.3,10.4,63.1,72.3,1,6.1,2.0,1,7.5,2.8,0,6.12,C,Pass
STU01247,23,Male,Civil,8,Upper-Middle,1,0,0,6.18,68.7,13.6,76.6,63.5,1,6.2,6.0,5,6.2,4.4,1,7.11,B,Pass
STU01248,20,Female,Business,4,High,0,0,0,8.31,86.2,12.7,66.5,100.0,3,8.5,3.7,5,7.1,1.7,1,8.2,A,Pass
STU01249,23,Female,Business,2,Low,1,0,0,7.52,79.9,10.3,63.6,89.9,0,5.5,5.3,2,7.5,2.7,1,7.62,B,Pass
STU01250,19,Female,Civil,1,Middle,1,1,1,7.19,90.6,14.0,82.5,80.4,0,8.2,3.7,1,7.7,3.3,2,8.16,A,Pass
STU01251,18,Male,Mechanical,8,Low,1,0,0,8.34,69.5,15.2,45.5,85.3,2,9.5,5.9,5,7.8,6.4,1,7.26,B,Pass
STU01252,18,Male,Mechanical,3,Low,1,0,0,7.82,78.1,12.1,54.8,84.0,0,5.4,4.7,1,7.1,5.1,1,7.5,B,Pass
STU01253,22,Female,Business,8,Upper-Middle,1,0,1,9.08,78.1,19.3,77.9,100.0,0,4.6,5.9,1,7.0,3.2,1,9.49,A+,Pass
STU01254,23,Male,Mechanical,6,Middle,1,1,0,6.6,77.8,9.6,55.0,91.8,4,5.0,5.9,0,6.5,5.8,1,6.22,C,Pass
STU01255,20,Male,Computer Science,1,Lower-Middle,1,0,1,6.64,60.3,10.4,38.0,61.3,5,6.6,4.2,5,7.8,4.2,1,5.07,D,Pass
STU01256,18,Female,Business,6,Lower-Middle,0,1,1,5.51,70.3,8.1,80.9,63.1,1,9.1,2.8,3,5.5,1.4,1,5.81,D,Pass
STU01257,24,Female,Civil,7,Low,1,0,1,6.64,68.2,7.5,47.0,69.9,1,9.0,3.7,0,7.9,2.1,1,6.16,C,Pass
STU01258,18,Female,Civil,3,Upper-Middle,1,0,0,8.45,76.4,14.1,67.7,91.4,1,8.1,3.1,0,6.1,3.7,1,8.45,A,Pass
STU01259,21,Female,Computer Science,3,High,1,0,1,8.89,72.9,19.0,64.4,100.0,2,8.0,10.4,1,7.5,3.3,0,9.51,A+,Pass
STU01260,21,Male,Civil,2,Low,1,0,0,8.45,78.5,15.2,39.0,92.7,1,7.6,3.9,3,7.5,3.1,1,8.3,A,Pass
STU01261,18,Female,Electronics,8,Lower-Middle,1,1,1,4.87,73.0,6.8,61.1,63.9,3,7.7,3.9,0,5.5,4.6,2,4.99,F,Fail
STU01262,23,Female,Civil,2,High,1,1,0,8.61,82.8,13.7,74.2,99.4,1,7.6,5.2,3,4.7,3.5,2,8.82,A,Pass
STU01263,22,Male,Computer Science,1,High,1,0,0,4.81,69.1,7.6,65.0,59.8,1,5.3,5.1,5,6.7,3.9,1,5.29,D,Pass
STU01264,18,Male,Civil,8,Middle,1,0,0,8.37,95.2,16.0,86.1,63.8,2,10.0,6.1,1,4.4,4.0,1,8.31,A,Pass
STU01265,19,Female,Business,7,Low,1,1,0,6.72,75.7,12.3,61.6,79.5,1,8.8,3.7,0,6.0,5.5,2,6.84,C,Pass
STU01266,20,Female,Computer Science,6,Low,1,0,1,8.11,76.1,12.2,72.8,71.0,4,5.6,1.9,3,5.8,3.8,1,6.28,C,Pass
STU01267,22,Female,Business,7,Middle,1,0,1,5.47,71.1,8.9,55.8,68.9,2,7.5,1.0,4,10.0,1.4,2,5.91,D,Pass
STU01268,19,Female,Electronics,3,Middle,0,0,1,8.72,79.3,15.9,53.5,100.0,2,9.2,5.4,0,8.1,1.9,2,8.5,A,Pass
STU01269,22,Male,Business,1,Low,1,0,0,5.3,62.4,4.6,44.5,46.6,1,6.8,4.4,0,7.1,6.1,1,5.07,D,Pass
STU01270,19,Male,Civil,4,Middle,1,0,1,6.33,59.5,10.2,41.1,68.2,1,5.7,1.5,0,8.3,4.3,1,5.56,D,Pass
STU01271,20,Female,Mechanical,1,Low,0,0,0,5.9,76.9,2.3,76.2,52.0,2,9.0,4.5,3,7.7,1.3,0,5.37,D,Pass
STU01272,20,Female,Civil,5,Upper-Middle,1,0,1,4.92,61.5,8.3,41.8,69.7,4,6.5,5.1,2,5.8,5.2,0,4.83,F,Fail
STU01273,21,Female,Business,1,Lower-Middle,1,0,1,7.32,78.1,13.6,69.6,83.9,0,6.0,3.1,5,6.4,2.9,2,7.96,B,Pass
STU01274,23,Female,Electronics,7,Low,0,0,0,9.55,79.5,18.3,65.0,100.0,2,5.2,4.9,0,8.0,4.0,2,8.17,A,Pass
STU01275,19,Male,Electronics,5,Middle,1,0,1,10.0,93.5,15.8,75.1,100.0,0,3.3,4.3,4,6.0,7.4,0,8.85,A,Pass
STU01276,21,Male,Civil,5,Middle,1,1,0,7.33,70.5,12.6,76.0,84.1,0,9.5,5.2,4,6.6,1.0,1,7.51,B,Pass
STU01277,19,Female,Business,8,High,1,0,0,8.65,82.1,18.6,64.9,100.0,0,5.9,6.5,1,7.7,2.1,1,9.06,A+,Pass
STU01278,21,Female,Civil,8,Middle,1,0,0,7.5,84.5,16.2,76.8,95.7,0,8.7,5.7,2,6.7,3.6,1,8.7,A,Pass
STU01279,20,Female,Civil,5,Lower-Middle,0,1,0,7.85,85.6,12.6,71.7,68.5,4,5.9,4.0,2,6.4,3.8,1,6.57,C,Pass
STU01280,22,Female,Electronics,4,Upper-Middle,0,1,1,6.76,73.6,10.9,62.6,76.0,5,6.9,4.5,3,7.0,4.0,2,5.06,D,Pass
STU01281,24,Female,Business,8,Lower-Middle,1,0,0,7.45,63.1,15.2,80.9,85.2,3,6.8,6.8,1,7.8,3.2,0,7.64,B,Pass
STU01282,21,Male,Computer Science,1,High,1,0,0,7.9,100.0,8.3,65.6,88.4,1,6.1,3.3,3,7.4,1.2,0,7.7,B,Pass
STU01283,19,Male,Mechanical,7,Middle,1,1,0,6.45,86.2,8.9,84.6,68.4,1,8.7,2.7,1,6.2,4.6,0,6.67,C,Pass
STU01284,19,Male,Computer Science,1,Middle,0,1,1,7.1,81.3,15.2,75.3,72.7,2,6.8,7.0,5,6.8,1.9,1,7.6,B,Pass
STU01285,24,Female,Electronics,4,Low,1,1,1,7.12,69.6,14.2,57.0,82.1,1,7.3,4.9,2,4.2,5.6,1,7.48,B,Pass
STU01286,23,Male,Electronics,3,Middle,1,1,1,8.27,80.5,14.7,84.6,81.0,0,9.2,6.2,5,7.7,2.0,1,8.48,A,Pass
STU01287,20,Male,Electronics,2,Upper-Middle,1,0,1,5.81,64.7,4.1,40.4,40.2,1,7.3,2.1,3,6.9,7.3,1,4.4,F,Fail
STU01288,19,Female,Civil,7,Upper-Middle,1,0,0,7.13,85.8,11.1,66.2,85.7,1,7.1,6.0,1,6.3,3.9,2,7.48,B,Pass
STU01289,18,Male,Electronics,8,Lower-Middle,0,0,0,9.69,90.5,14.6,62.2,100.0,0,10.0,7.2,2,7.6,3.0,1,9.35,A+,Pass
STU01290,22,Female,Electronics,7,Lower-Middle,1,0,0,8.71,77.3,15.4,70.5,100.0,1,6.8,7.4,2,7.6,4.2,1,8.34,A,Pass
STU01291,21,Male,Computer Science,1,Upper-Middle,1,0,0,8.95,81.0,12.5,57.5,100.0,0,7.2,3.9,0,6.0,4.7,2,8.53,A,Pass
STU01292,23,Male,Electronics,2,High,1,0,1,7.23,85.1,8.4,75.4,69.3,3,7.0,2.7,3,7.1,3.6,2,6.25,C,Pass
STU01293,24,Female,Computer Science,6,Low,1,0,0,7.62,90.9,6.0,72.7,61.9,2,5.7,4.1,0,7.0,2.6,1,6.56,C,Pass
STU01294,22,Male,Computer Science,6,Middle,1,1,1,8.5,94.7,17.7,72.1,96.5,5,5.7,6.2,2,6.2,4.4,1,8.28,A,Pass
STU01295,20,Male,Mechanical,8,Lower-Middle,1,0,0,9.23,92.2,14.3,79.2,95.5,2,6.8,5.2,3,8.6,1.0,2,8.86,A,Pass
STU01296,23,Female,Civil,4,High,1,0,0,4.66,61.3,6.8,54.1,45.0,1,4.5,2.0,3,7.0,5.2,0,4.36,F,Fail
STU01297,21,Female,Mechanical,6,Low,1,0,0,5.49,41.5,8.0,34.0,60.7,1,4.7,5.5,5,6.9,8.9,1,4.74,F,Fail
STU01298,21,Male,Mechanical,7,Lower-Middle,1,0,1,8.9,86.9,11.6,100.0,87.0,4,8.6,6.0,4,6.3,3.9,1,7.94,B,Pass
STU01299,24,Female,Electronics,6,Upper-Middle,1,1,1,6.84,74.2,6.9,59.6,52.6,0,6.1,2.9,1,5.4,5.5,0,5.85,D,Pass
STU01300,18,Male,Business,3,Low,1,0,1,6.33,72.8,6.6,41.5,62.2,2,7.0,2.0,4,7.4,1.1,0,5.52,D,Pass
STU01301,24,Male,Mechanical,3,Middle,1,1,0,5.57,68.3,6.0,52.5,48.4,1,5.7,1.8,4,5.7,3.6,1,4.45,F,Fail
STU01302,20,Female,Mechanical,8,Middle,1,0,1,6.48,61.8,11.1,44.4,75.4,1,9.9,4.5,2,6.8,4.3,2,6.87,C,Pass
STU01303,23,Female,Computer Science,3,Lower-Middle,1,0,0,5.38,71.3,5.4,71.1,50.9,2,8.8,3.2,5,7.2,1.0,2,5.22,D,Pass
STU01304,23,Female,Electronics,6,Middle,0,0,0,9.92,94.6,22.1,80.0,100.0,0,7.4,6.3,1,7.1,2.5,2,10.0,A+,Pass
STU01305,19,Female,Electronics,4,Middle,1,0,1,7.17,81.3,14.4,72.8,98.7,3,7.5,3.5,4,7.1,4.3,0,7.5,B,Pass
STU01306,18,Female,Electronics,5,Lower-Middle,1,1,0,7.12,83.2,13.7,66.2,88.2,3,5.1,5.2,4,6.3,5.9,1,6.79,C,Pass
STU01307,18,Male,Mechanical,5,Middle,1,0,1,7.96,84.7,12.6,68.0,71.3,1,6.9,6.1,3,7.6,3.2,2,7.54,B,Pass
STU01308,23,Male,Mechanical,8,Upper-Middle,1,1,0,8.45,79.0,18.4,63.7,100.0,0,6.0,6.6,2,8.8,3.1,1,9.12,A+,Pass
STU01309,23,Female,Mechanical,2,Upper-Middle,1,0,0,8.43,81.6,13.2,68.1,100.0,2,8.2,4.6,4,8.2,2.8,1,8.11,A,Pass
STU01310,22,Male,Civil,5,Lower-Middle,1,1,1,8.6,83.7,14.1,78.6,93.9,1,5.8,3.5,1,5.8,2.9,1,8.07,A,Pass
STU01311,22,Male,Business,5,Low,1,0,0,6.38,72.8,10.3,67.0,84.6,3,9.1,3.1,0,8.2,2.2,1,6.94,C,Pass
STU01312,22,Male,Civil,3,Lower-Middle,1,1,1,6.81,82.0,12.7,74.2,72.3,1,7.0,6.1,0,5.1,5.2,1,6.78,C,Pass
STU01313,18,Male,Business,3,Middle,1,0,0,8.2,86.1,15.3,76.7,73.3,1,6.0,3.7,2,6.4,4.2,0,8.01,A,Pass
STU01314,19,Female,Computer Science,6,Middle,1,0,1,6.51,89.2,8.6,82.4,62.8,3,7.5,6.2,0,7.7,1.0,2,6.85,C,Pass
STU01315,21,Female,Computer Science,8,Upper-Middle,1,0,0,7.19,93.6,9.8,79.1,94.6,3,8.8,4.1,3,7.7,5.1,0,7.7,B,Pass
STU01316,22,Female,Computer Science,2,Low,1,1,0,7.72,79.2,14.4,71.1,72.1,0,7.7,2.9,3,6.8,2.0,2,7.87,B,Pass
STU01317,19,Male,Mechanical,8,Low,1,0,0,8.22,50.4,15.6,62.1,92.5,1,5.8,6.4,1,6.4,4.5,2,7.23,B,Pass
STU01318,24,Male,Business,1,Middle,1,0,0,4.89,74.3,5.6,58.0,54.2,3,8.0,3.4,5,6.4,4.2,1,4.49,F,Fail
STU01319,20,Male,Computer Science,7,Upper-Middle,1,1,1,8.13,76.3,8.5,57.2,78.1,1,8.0,2.9,2,6.3,3.1,2,6.7,C,Pass
STU01320,22,Male,Business,2,Lower-Middle,1,0,0,6.9,68.1,10.2,49.0,70.9,3,7.6,5.5,2,6.7,4.0,1,6.05,C,Pass
STU01321,24,Female,Computer Science,2,Middle,1,0,0,8.12,77.4,15.1,68.3,91.8,0,6.5,4.6,0,7.9,2.2,1,8.56,A,Pass
STU01322,21,Female,Business,4,Lower-Middle,1,0,0,8.21,77.5,18.8,47.9,90.7,1,6.4,7.6,4,6.7,7.3,1,7.88,B,Pass
STU01323,20,Female,Electronics,8,High,1,0,0,9.29,91.3,12.0,79.4,82.5,0,7.3,4.5,4,6.7,3.4,1,8.62,A,Pass
STU01324,20,Male,Computer Science,6,High,1,1,1,8.96,72.3,13.6,62.3,98.2,3,5.9,4.7,5,4.6,6.8,1,7.63,B,Pass
STU01325,21,Female,Mechanical,4,Lower-Middle,1,1,1,8.95,76.1,13.7,77.0,100.0,2,7.0,7.1,4,7.1,2.0,1,8.19,A,Pass
STU01326,22,Female,Electronics,2,Lower-Middle,0,0,0,9.08,88.1,19.2,66.2,100.0,1,7.4,8.2,5,7.3,4.5,1,9.02,A+,Pass
STU01327,18,Female,Electronics,2,Middle,1,1,1,7.58,82.9,12.1,67.7,75.0,1,9.6,3.0,1,4.0,3.6,1,7.68,B,Pass
STU01328,21,Female,Electronics,2,Lower-Middle,1,0,0,7.24,81.3,8.8,80.0,63.9,2,6.3,4.2,2,7.4,1.6,1,6.46,C,Pass
STU01329,21,Male,Business,5,Upper-Middle,1,0,0,8.33,75.4,15.3,79.1,90.2,0,5.3,8.4,0,6.6,2.9,1,8.79,A,Pass
STU01330,21,Male,Mechanical,8,Upper-Middle,1,0,1,8.15,72.9,12.1,57.0,100.0,0,7.6,6.7,1,7.8,1.8,1,8.91,A,Pass
STU01331,20,Male,Electronics,7,Upper-Middle,1,0,0,6.8,69.9,6.9,63.8,77.1,1,6.6,1.7,3,6.9,4.0,2,6.09,C,Pass
STU01332,19,Female,Mechanical,7,Upper-Middle,0,0,1,7.73,80.6,9.8,71.3,88.6,1,6.0,6.3,3,6.2,8.8,1,6.96,C,Pass
STU01333,24,Male,Civil,4,Middle,1,1,1,7.15,87.7,16.5,76.3,93.9,3,8.6,7.3,3,7.9,6.8,2,7.8,B,Pass
STU01334,18,Male,Electronics,2,Lower-Middle,1,1,0,6.09,54.1,10.3,49.8,73.3,2,5.3,2.5,5,7.8,3.3,1,5.74,D,Pass
STU01335,22,Male,Electronics,7,Upper-Middle,1,0,1,8.88,82.6,15.1,82.4,98.3,0,9.4,5.8,5,6.8,4.5,1,9.06,A+,Pass
STU01336,22,Male,Computer Science,3,Middle,1,0,1,7.27,65.7,10.8,40.5,85.7,2,4.9,5.0,2,7.4,2.2,1,7.32,B,Pass
STU01337,24,Female,Computer Science,8,Upper-Middle,1,1,0,9.86,76.1,17.6,61.4,100.0,0,5.9,4.7,3,5.7,1.6,0,9.34,A+,Pass
STU01338,19,Female,Civil,7,Lower-Middle,1,1,1,5.09,73.2,8.0,68.4,44.2,1,6.8,4.5,5,4.5,5.3,2,4.92,F,Fail
STU01339,21,Male,Computer Science,6,Low,1,1,0,6.48,76.7,10.8,70.6,80.0,4,8.9,7.9,5,7.5,3.6,0,6.17,C,Pass
STU01340,18,Male,Mechanical,8,High,1,0,1,7.24,79.8,11.8,81.4,92.5,1,5.9,6.6,4,6.2,5.7,1,7.74,B,Pass
STU01341,22,Male,Civil,6,Lower-Middle,1,1,1,8.68,90.8,17.0,86.4,86.6,3,8.1,6.3,5,7.5,4.7,0,8.46,A,Pass
STU01342,24,Male,Computer Science,7,High,0,0,0,7.72,74.8,12.5,62.0,93.0,3,5.0,4.3,3,7.7,3.4,0,7.67,B,Pass
